depot_name,route_name,stall_id,latitude,longitude,"Lat,Lon"
Kaloleni,South B,7bbbd445-15e8-4db3-aaac-e1403fd304cb,-1.319627523,36.84782791,"-1.31962752342224,36.8478279113769"
Waiyaki Way,Kangemi,cbe7294a-1738-413f-ae9a-f82704355b32,-1.31960988,36.66179276,"-1.31960988044738,36.6617927551269"
Embakasi,Tassia,da03217e-613f-4391-b334-bb6cb331aa98,-1.319597483,36.8998642,"-1.31959748268127,36.8998641967773"
Kaloleni,South B,7dfbbca3-f800-44fa-8a73-b36aa0e38efa,-1.319594502,36.85256195,"-1.31959450244903,36.8525619506835"
Embakasi,Tassia,3949fb99-2559-489e-a9ba-c3d3a66228ae,-1.3195858,36.89994049,"-1.31958580017089,36.8999404907226"
Kaloleni,South B,32c87e92-45d4-45b9-b9c0-d96aabe843b3,-1.319574475,36.85257339,"-1.31957447528839,36.8525733947753"
Kaloleni,South B,9d7764df-ddd0-4bbc-a024-81caabf38d69,-1.319570899,36.85256577,"-1.3195708990097,36.8525657653808"
Kaloleni,Jogoo Road 1,1a9d6e26-61bc-48ef-bf5d-4c91b684076f,-1.31951797,36.89202118,"-1.31951797008514,36.8920211791992"
Kaloleni,South B,d7ed58a7-1d5e-4a75-bc57-df9772efc71a,-1.319507241,36.84862518,"-1.31950724124908,36.8486251831054"
Kaloleni,South B,2346662f-fd59-44a4-9166-11a35b47ce36,-1.319411039,36.84322357,"-1.31941103935241,36.8432235717773"
Embakasi,Imara,bd505ad2-889a-45b4-a9d4-822a3b12e2bb,-1.319388151,36.89356613,"-1.31938815116882,36.8935661315917"
Pack House,Kitengela 1,2a5f2f40-1a13-42e0-bfd5-de7688b6918d,-1.319370031,36.89849472,"-1.31937003135681,36.8984947204589"
Donholm,Kariobangi,fd59947c-6d3d-4233-ae92-50bcbec4a751,-1.319357753,36.89144135,"-1.31935775279998,36.8914413452148"
Embakasi,Fedha Tel Aviv,698a54d7-c158-4aef-97a2-1077f9031619,-1.31932497,36.9006424,"-1.31932497024536,36.9006423950195"
Embakasi,Fedha Tel Aviv,8b7af0d3-33f9-48d8-b669-4ed362413ec9,-1.319297671,36.90059662,"-1.31929767131805,36.9005966186523"
Nairobi West,Otiende,f47d86d6-8c7a-4714-b593-269e08e31f58,-1.319228649,36.77806473,"-1.3192286491394,36.7780647277832"
Nairobi West,Otiende,adf1cfc3-070f-4090-b1d5-00bcaddcb71d,-1.319224477,36.77816391,"-1.31922447681427,36.7781639099121"
Embakasi,Fedha Tel Aviv,11a10089-d3cf-4339-82db-8b279f9f72b6,-1.31921947,36.90060425,"-1.3192194700241,36.9006042480468"
Embakasi,Fedha Tel Aviv,b6164b6f-eac5-424b-94cb-9e597995bf12,-1.319212794,36.90061951,"-1.31921279430389,36.9006195068359"
Kaloleni,South B,2d26a6c9-5344-4e97-885e-11add494da82,-1.319200754,36.841259,"-1.31920075416564,36.8412590026855"
Nairobi West,Otiende,68dee48c-c9e1-4763-b1ed-c982318e09e7,-1.319174051,36.77801132,"-1.31917405128479,36.7780113220214"
Embakasi,Tassia,e001d248-3769-43c5-9e7f-a193083ad13d,-1.319132447,36.90191269,"-1.31913244724273,36.9019126892089"
Rongai,Ngong Bulbul,2875e409-49a6-4213-97d9-68b425c2733b,-1.319109082,36.89234924,"-1.31910908222198,36.892349243164"
Kaloleni,South B,c7d495c7-806b-474f-97b6-932c5f96a33d,-1.319096923,36.84738541,"-1.31909692287445,36.8473854064941"
Pack House,Kitengela 1,3e966a74-485b-4077-a81c-a82772b0940c,-1.319056273,36.8951416,"-1.31905627250671,36.8951416015625"
Pack House,Kitengela 1,e952f166-8579-4b4b-8c9f-c82bd5b53677,-1.319056273,36.8951416,"-1.31905627250671,36.8951416015625"
Pack House,Kitengela 2,9ef911c1-fe71-4cac-87b9-ec9cf2d8a890,-1.319056273,36.8951416,"-1.31905627250671,36.8951416015625"
Pack House,Kitengela 2,ac871102-a3dd-4f9a-bdf3-d2f4773da32f,-1.319056273,36.8951416,"-1.31905627250671,36.8951416015625"
Kaloleni,South B,47ee5e68-1ea2-4822-add2-990565516010,-1.319053411,36.84744644,"-1.31905341148376,36.8474464416503"
Embakasi,Tassia,0b1da14c-9851-45fa-9ba8-a2b8012bead3,-1.318956137,36.90211868,"-1.31895613670349,36.9021186828613"
Kaloleni,South B,e7fa9755-e643-4350-a394-148aa9001556,-1.31895113,36.84375,"-1.31895112991333,36.84375"
Embakasi,Tassia,223903a8-e86b-47dd-b241-7398700d4a0c,-1.318935752,36.90214157,"-1.31893575191497,36.9021415710449"
Donholm,Umoja 2/3,6efb3ba3-23e7-468d-ab37-1504ef5b06b7,-1.31888485,36.8919754,"-1.31888484954833,36.891975402832"
Donholm,Kariobangi,f83a3829-8d82-4a6f-995a-caf885360e71,-1.318860769,36.89223862,"-1.31886076927185,36.8922386169433"
Donholm,Kayole,93709962-e499-42cb-a3db-98e70fb41c00,-1.31884253,36.89345932,"-1.31884253025054,36.8934593200683"
Pack House,Kitengela 2,b3d69ea6-c5db-4220-8736-a05db2f4534b,-1.31884253,36.89345932,"-1.31884253025054,36.8934593200683"
Pack House,Staff Route,b4747bf3-ea3b-41c1-acb9-6511a0c9256c,-1.318833947,36.89107513,"-1.3188339471817,36.8910751342773"
Dagoretti,Kikuyu,8eea302f-8563-433d-b94e-e0e2fb3ecfb6,-1.318830729,36.78684235,"-1.31883072853088,36.7868423461914"
Embakasi,Tassia,f613acf5-81f1-4c4d-99c4-6c3b09711575,-1.31881547,36.90220261,"-1.31881546974182,36.9022026062011"
Pack House,Kitengela 2,b83dab22-437d-4c23-87ca-22088673c11a,-1.318813443,36.8951416,"-1.31881344318389,36.8951416015625"
Nairobi West,Otiende,5991a234-cd49-4046-a51c-e4afafca966f,-1.318766356,36.77841568,"-1.31876635551452,36.7784156799316"
Kaloleni,Jogoo Road 1,4a4a4bd6-c1aa-40a0-8b45-95028f43666c,-1.318760157,36.85274506,"-1.31876015663146,36.8527450561523"
Embakasi,Fedha Tel Aviv,6849e34f-fd95-4673-9d5e-896026e4c50e,-1.318727374,36.90235519,"-1.31872737407684,36.9023551940917"
Kaloleni,Industrial Area,6edf7396-0647-465d-a1d7-9f07fd79e97a,-1.318717599,36.85275269,"-1.3187175989151,36.8527526855468"
Pack House,Staff Route,5f96088e-d57d-471b-87e0-16cae1327beb,-1.31867671,36.89110947,"-1.31867671012878,36.8911094665527"
Pack House,Staff Route,ac13a802-cf19-4365-9853-d958304ac6f3,-1.318667054,36.8911171,"-1.31866705417633,36.8911170959472"
Kaloleni,South B,bb2ae1da-5286-4cbc-9956-7204ce073b1d,-1.318522573,36.84131622,"-1.31852257251739,36.8413162231445"
Kaloleni,South B,35e17bcc-0d55-4c6f-a8cd-e08a977b37bb,-1.318501949,36.84133911,"-1.3185019493103,36.8413391113281"
Embakasi,Fedha Tel Aviv,e8293db9-60b7-43ca-95e7-eaab7d59fc49,-1.31849432,36.90213776,"-1.31849431991577,36.9021377563476"
Nairobi West,Otiende,ac7906b8-cc00-4864-995f-6708a6f6b109,-1.318488002,36.77872467,"-1.31848800182342,36.7787246704101"
Rongai,Ngong Bulbul,17f76389-f099-488c-a235-c1c2baca0b79,-1.318478346,36.66220093,"-1.31847834587097,36.6622009277343"
Kaloleni,South B,aa0aedde-b1e6-46a5-be92-42ca9fb9d168,-1.318460107,36.84132767,"-1.31846010684967,36.8413276672363"
Embakasi,Fedha Tel Aviv,aa7e9145-d3bc-4cfc-8d2a-fb2fc5fb21e8,-1.318442345,36.90262604,"-1.31844234466552,36.9026260375976"
Waiyaki Way,Kabete,14584adc-e64c-4aae-a6de-60e38f8ff403,-1.318439603,36.89200974,"-1.31843960285186,36.8920097351074"
Donholm,Kariobangi,2b78c63a-7a74-4999-bca9-aa8f132421a7,-1.31839478,36.89216232,"-1.31839478015899,36.892162322998"
Pack House,Staff Route,f10fc809-bdc7-4738-96b1-28dc39afc54a,-1.318374991,36.89159012,"-1.31837499141693,36.8915901184082"
Embakasi,Fedha Tel Aviv,067a9689-565b-4b84-a9da-2379f1b2d0a5,-1.318356395,36.90213394,"-1.31835639476776,36.9021339416503"
Kaloleni,South B,5d2cb0fd-d042-4718-bdae-af1fec961b19,-1.318304777,36.84172058,"-1.31830477714538,36.8417205810546"
Kaloleni,South B,8cb5dbb9-ea37-412d-b4cc-be834bfb46ac,-1.318301558,36.84315491,"-1.31830155849456,36.8431549072265"
Kaloleni,South B,5498e254-19c1-48a9-b83a-66b76f568e4d,-1.318279862,36.84168625,"-1.31827986240386,36.8416862487792"
Kaloleni,South B,43257fa3-1232-4571-8408-d85614303b54,-1.318218231,36.84197235,"-1.31821823120117,36.8419723510742"
Rongai,Matasia,11065fd7-9b3a-4bf2-9e61-514d011f38a7,-1.318171024,36.7898941,"-1.3181710243225,36.7898941040039"
Dagoretti,Ndonyo,c2a0e9f1-d62d-4e28-91d9-f631189e0fd1,-1.318143249,36.89178085,"-1.31814324855804,36.8917808532714"
Rongai,Matasia,c5c6df07-8696-492f-85f0-4dc02da49ad9,-1.318117857,36.78990555,"-1.31811785697937,36.7899055480957"
Nairobi West,Kibera,ca2f5c87-49bb-4305-bc3c-ef527d6dfec1,-1.318087697,36.77802658,"-1.31808769702911,36.7780265808105"
Embakasi,Fedha Tel Aviv,0f3278fa-a15b-4b7e-a122-f1c5a6546d4d,-1.318086147,36.90182495,"-1.31808614730834,36.9018249511718"
Donholm,Kariobangi,50dc20a1-db4e-44df-ab0b-59e94bb6e809,-1.318047285,36.89153671,"-1.31804728507995,36.8915367126464"
Kaloleni,Industrial Area,f1ea07bf-d0e2-4384-b5c5-32ec063bbded,-1.317997217,36.85329819,"-1.31799721717834,36.8532981872558"
Embakasi,Tassia,fe91ae01-1039-4c79-877b-0b8c86bfd64b,-1.317996144,36.90071487,"-1.31799614429473,36.9007148742675"
Kaloleni,South B,aeca8575-cefc-497d-b13f-14edd9e2873f,-1.317951798,36.84222031,"-1.31795179843902,36.8422203063964"
Kaloleni,Mathare/Huruma,17a62070-40bf-49c0-a26c-f5ac2e8a5f58,-1.317870855,36.89342499,"-1.31787085533142,36.8934249877929"
Pack House,Staff Route,01abd2d3-c47f-4e59-b6f8-d68ae9e862a9,-1.3178482,36.894806,"-1.3178482,36.894806"
Donholm,Kariobangi,afd9ba4c-ac1f-4595-b779-48c717019537,-1.317785501,36.89043427,"-1.3177855014801,36.8904342651367"
Kaloleni,South B,ffac054c-1093-4f45-824e-bcfbe008a2c4,-1.317783594,36.84247589,"-1.31778359413146,36.8424758911132"
Kaloleni,South B,bed99f57-90ce-43cd-afd0-765c15ccbbad,-1.317773461,36.8424263,"-1.31777346134185,36.8424263000488"
Kaloleni,South B,ff7c1fc1-07e5-495c-85ab-595e7b0b1153,-1.317758322,36.84236908,"-1.31775832176208,36.8423690795898"
Kaloleni,South B,26be611a-1a40-4d48-8bc4-69052bf4141b,-1.317753315,36.84239197,"-1.31775331497192,36.8423919677734"
Kaloleni,South B,3afa365c-2624-4092-a0c7-2eff7edd8ada,-1.317749977,36.84234619,"-1.31774997711181,36.8423461914062"
Kaloleni,Mathare/Huruma,4d400386-b91d-44bd-8dc7-eb50937c7b40,-1.317736149,36.85240173,"-1.31773614883422,36.8524017333984"
Kaloleni,South B,8a10a243-eb18-43f0-b5c1-e7a15569e6b8,-1.317630649,36.84247971,"-1.31763064861297,36.8424797058105"
Embakasi,Fedha Tel Aviv,1472f91c-6eee-437b-819a-3b61dd15382b,-1.317621112,36.90161514,"-1.31762111186981,36.9016151428222"
Kaloleni,South B,17b2532d-fe21-4e95-9258-d78afe6c4b29,-1.31761384,36.84345245,"-1.31761384010314,36.8434524536132"
Embakasi,Fedha Tel Aviv,d67a5b4d-e792-4b02-bae3-693fdb9b6986,-1.317559361,36.8931694,"-1.31755936145782,36.8931694030761"
Nairobi West,Kibera,181b64ea-5ad2-4add-af85-37990d1c584b,-1.317538857,36.79995728,"-1.31753885746002,36.7999572753906"
Pack House,Kitengela 1,b8d3d80e-4796-4b58-8bb6-dbb197465651,-1.317519546,36.89128876,"-1.31751954555511,36.8912887573242"
Pack House,Kitengela 1,4745e70f-1ee8-4049-be71-7a5201a3042b,-1.317506671,36.89128876,"-1.31750667095184,36.8912887573242"
Kaloleni,Pangani/Ngara,443376d2-0138-46d6-b32a-916407b75847,-1.317502499,36.89154053,"-1.3175024986267,36.8915405273437"
Donholm,Kariobangi,6ccc1d6b-168b-4da9-b897-da79704c5dc9,-1.317455649,36.88930893,"-1.31745564937591,36.8893089294433"
Machakos,Mutituni,05a189bf-6ba1-44df-9b1d-732c0c5afc45,-1.317438006,36.89043427,"-1.31743800640106,36.8904342651367"
Donholm,Kariobangi,e31851c1-b414-41d6-bfac-835c700fafef,-1.317414761,36.89178085,"-1.31741476058959,36.8917808532714"
Nairobi West,Kibera,badcfbd8-1fec-458e-bd34-9c2160d085e2,-1.317410946,36.79830551,"-1.31741094589233,36.7983055114746"
Nairobi West,Kibera,c892393a-5ab2-40d2-947b-aae963c4a0cd,-1.317400694,36.79811096,"-1.31740069389343,36.798110961914"
Donholm,Kariobangi,79315bfc-9df7-47b4-97a7-1839655f9d55,-1.317388296,36.88933945,"-1.31738829612731,36.8893394470214"
Embakasi,Fedha Tel Aviv,446a624f-726d-4362-b923-c04c83d4deeb,-1.317383289,36.89794922,"-1.31738328933715,36.89794921875"
Pack House,Kitengela 1,9663d970-4eb5-43f8-a6e9-4b99159deb83,-1.317355156,36.8919754,"-1.31735515594482,36.891975402832"
Kaloleni,South B,0148792a-cc7d-4ea0-8492-f033dd276b4a,-1.317248702,36.84283066,"-1.31724870204925,36.8428306579589"
Donholm,Kariobangi,c4f41e11-78fa-4772-b2d7-5edf1eab54da,-1.317230582,36.8915062,"-1.31723058223724,36.8915061950683"
Kaloleni,South B,b630c965-74cd-442e-b993-f5b939ca5a64,-1.317222595,36.83988953,"-1.31722259521484,36.8398895263671"
Kaloleni,South B,9a88e255-3ca3-4971-b56c-d48699925d5e,-1.317215323,36.83990097,"-1.31721532344818,36.8399009704589"
Embakasi,Fedha Tel Aviv,1f787257-b839-4c89-a891-9a3e90352ff8,-1.317190886,36.90486145,"-1.31719088554382,36.9048614501953"
Embakasi,Tassia,e497f7ba-70a4-4095-b57b-d14c8d56c9e2,-1.317176342,36.89598083,"-1.31717634201049,36.8959808349609"
Embakasi,Tassia,4f3b78db-a33f-411c-bf46-d2b2760b0584,-1.317155242,36.89596558,"-1.31715524196624,36.8959655761718"
Waiyaki Way,Parklands,6cc5b1ab-9f71-4180-a767-63f6a4bdec3a,-1.317148447,36.84302521,"-1.31714844703674,36.8430252075195"
Kaloleni,Mathare/Huruma,df6aa387-fde9-46b3-9e36-45ef338a984c,-1.317131877,36.84302521,"-1.31713187694549,36.8430252075195"
Nairobi West,Kibera,b5954b29-b207-45d6-ad6a-10703bd2d4b0,-1.317127943,36.79627228,"-1.31712794303894,36.796272277832"
Embakasi,Fedha Tel Aviv,116ed94d-5a56-4397-8932-9ccd2a3eed0e,-1.317112684,36.89539719,"-1.31711268424987,36.8953971862792"
Nairobi West,Karen/Bulbul,135a78e8-5af5-4ce0-872d-581667d56826,-1.317085147,36.71893311,"-1.31708514690399,36.7189331054687"
Kaloleni,Industrial Area,acdcb39a-0a81-482e-bba9-582f7ecef88a,-1.317080736,36.84294128,"-1.31708073616027,36.8429412841796"
Nairobi West,Karen/Bulbul,819d6740-accf-4685-8fb4-c6da96f3d94b,-1.317080021,36.71892929,"-1.31708002090454,36.7189292907714"
Kaloleni,Mathare/Huruma,4dd8b830-b6dc-4d79-ae3c-9f97f56959e9,-1.317054629,36.84301376,"-1.31705462932586,36.8430137634277"
Embakasi,Fedha Tel Aviv,9d29cfc3-abba-4ff8-8dda-44a665d410d8,-1.316974044,36.90312958,"-1.31697404384613,36.9031295776367"
Embakasi,Tassia,af2e3b34-251d-4f49-8340-0981ede834e1,-1.316971064,36.90539932,"-1.31697106361389,36.9053993225097"
Nairobi West,Karen/Bulbul,23d91a5e-e0b5-4851-9b90-2eb1d2f34a19,-1.316962361,36.7187233,"-1.31696236133575,36.7187232971191"
Donholm,Kariobangi,fdf6dbaa-8faa-43e8-be52-451cdf29812e,-1.316945195,36.89138031,"-1.31694519519805,36.8913803100585"
Nairobi West,Karen/Bulbul,d47a4a60-8574-485a-84b6-06d6aad002ae,-1.316942215,36.71873474,"-1.31694221496582,36.7187347412109"
Pack House,Kitengela 2,82942aa7-0b50-43d4-ae75-9bccaa1ad4b8,-1.31688869,36.89413452,"-1.31688868999481,36.8941345214843"
Kaloleni,South B,747e07ee-942f-4e61-9938-15cfe7245c78,-1.316864371,36.84003067,"-1.31686437129974,36.840030670166"
Embakasi,Tala,9e511d8e-7729-4eb1-9dcc-422aa195b725,-1.316855907,36.89191818,"-1.31685590744018,36.891918182373"
Nairobi West,Karen/Bulbul,4f85eeb3-7615-4f5a-b189-c60c625dcec6,-1.316836953,36.71871567,"-1.31683695316314,36.7187156677246"
Donholm,Kariobangi,560a5a80-53ab-497b-84cb-1140be80b1fb,-1.316816568,36.88957596,"-1.31681656837463,36.8895759582519"
Embakasi,Fedha Tel Aviv,ce9616ca-a92d-41ab-b0e5-cd5c09850c19,-1.316803217,36.90341949,"-1.3168032169342,36.9034194946289"
Nairobi West,Karen/Bulbul,31d324b1-a87c-45bf-8bd3-061237b26c5a,-1.316784263,36.71877289,"-1.31678426265716,36.7187728881835"
Pack House,Kitengela 2,b82dae73-5f1d-43e0-86b2-18157bc1757b,-1.316644669,36.89228058,"-1.3166446685791,36.8922805786132"
Dagoretti,Kawangware,bfd13708-a4ee-4aeb-8d5a-ced4c4f01b43,-1.316615105,36.81445694,"-1.31661510467529,36.8144569396972"
Pack House,Syokimau,21c07b3b-5006-45a1-925b-cbc8af7c0b86,-1.316540837,36.89076614,"-1.3165408372879,36.8907661437988"
Pack House,Kitengela 1,d930c0f6-e74a-4b21-9844-bc24d9896f7a,-1.316445351,36.89120102,"-1.31644535064697,36.8912010192871"
Thome,Mwiki/Kasarani,2f011d7a-b6ae-45ad-80d3-0e1f234f2048,-1.316442847,36.66032791,"-1.31644284725189,36.6603279113769"
Embakasi,Tala,813f711e-338a-44bc-bd76-11245f65dd52,-1.316418052,36.88897705,"-1.31641805171966,36.8889770507812"
Embakasi,Utawala 2,fae5fd37-f648-405a-ae68-3efd3da0ecd4,-1.316383243,36.89129639,"-1.31638324260711,36.8912963867187"
Nairobi West,Kibera,f9c8c2bd-67b7-4ff7-a951-60509c40a131,-1.316302657,36.79906082,"-1.31630265712738,36.7990608215332"
Embakasi,Embakasi Village Kabansoora,24d203e9-a876-4d68-83a3-8affde22978c,-1.316287279,36.90856934,"-1.31628727912902,36.9085693359375"
Pack House,Syokimau,fbcce9dd-913e-4bb2-9983-d273207f4ea5,-1.316208005,36.89103317,"-1.31620800495147,36.8910331726074"
Nairobi West,South C,b1bc2fd1-7bb2-466d-bbb5-2b8cbc374a3f,-1.316171527,36.82754517,"-1.31617152690887,36.8275451660156"
Nairobi West,South C,9e99ba8d-c694-4171-b552-7cb38eedef57,-1.316154957,36.82783508,"-1.31615495681762,36.8278350830078"
Nairobi West,South C,332b6096-f5a2-4d8d-83ca-fa1b814b8cb1,-1.316146255,36.82728958,"-1.31614625453948,36.8272895812988"
Rongai,Ngong Bulbul,e51eb489-d07b-4619-98ec-3bc2d3b70594,-1.316136718,36.66029358,"-1.31613671779632,36.6602935791015"
Rongai,Ngong Bulbul,ce63066f-7d72-4b4d-8469-afee512e6c98,-1.316098452,36.66021729,"-1.31609845161437,36.6602172851562"
Donholm,Kariobangi,3088fd42-0554-4301-a6ed-9183c80e5c53,-1.31609416,36.89035797,"-1.31609416007995,36.8903579711914"
Embakasi,Tassia,752a0b29-4955-4183-95a2-2e97c2e76551,-1.315989375,36.90447617,"-1.31598937511444,36.9044761657714"
Embakasi,Tassia,a95bd56d-de3b-497c-8ff9-6bc297655bd8,-1.315947056,36.90438461,"-1.31594705581665,36.9043846130371"
Pack House,Syokimau,b8f2623f-b67e-48c5-a0c3-50fc3b47462a,-1.315906525,36.89030457,"-1.3159065246582,36.8903045654296"
Nairobi West,Upper South C,e14e672d-d0d3-4baf-b4f3-fd558543175b,-1.315903187,36.8300705,"-1.31590318679809,36.8300704956054"
Pack House,Syokimau,00d9bcae-7c6d-4972-8479-67b09a49d095,-1.315884948,36.89154434,"-1.31588494777679,36.891544342041"
Pack House,Syokimau,2eb6b377-08c7-4399-b8b6-93c0941ca6b3,-1.315872908,36.89152527,"-1.31587290763854,36.8915252685546"
Pack House,Syokimau,5f1b7dc1-4c55-4490-b70c-51c8dc8cf8d1,-1.31585741,36.89175034,"-1.3158574104309,36.8917503356933"
Nairobi West,Kibera,fa953b44-7550-4766-a959-c32f3e877497,-1.315778136,36.79896545,"-1.31577813625335,36.7989654541015"
Nairobi West,Upper South C,138fe6d5-a6e3-4721-a7cd-41b8468593a9,-1.315772891,36.83007431,"-1.31577289104461,36.8300743103027"
Rongai,Ngong Bulbul,15ebc0e1-d2f2-43ea-8449-1018b01d824f,-1.315772414,36.66030502,"-1.31577241420745,36.6603050231933"
Rongai,Ngong Bulbul,d0a194be-51b2-4fde-a220-e903598f6f48,-1.315772414,36.66030502,"-1.31577241420745,36.6603050231933"
Rongai,Ngong Bulbul,8e1f635b-4de9-4a1c-bcad-39be6a961f45,-1.3157444,36.66020966,"-1.31574440002441,36.6602096557617"
